HouseID_EC,neighborhood_id,neighborhood_name,date_entered,entered_by,qaqc_date,qaqc_by,survey_date,survey_time,survey_time_ampm,crew,weather_sunny,weather_cloudy,weather_hot,weather_cool,weather_dry,weather_rain,single_family_home,corner_lot,no_sidewalk,property_othernotes,property_notes,houseexterior_ivy,houseexterior_paint,houseexterior_wood,houseexterior_vinyl,houseexterior_bars,houseexterior_block,houseexterior_stucco,houseexterior_other,houseexterior_other_describe,exteriorquality_high,exteriorquality_medium,exteriorquality_low,yardmaintenance_high,yardmaintenance_medium,yardmaintenance_low,yardorderliness_high,yardorderliness_medium,yardorderliness_low,yardquality_notes,lawn_present,lawn_patchiness,lawn_percent_living,lawn_percent_dead,lawn_percent_weeds,lawn_percent_bare,lawn_percent_other,lawn_other_description,lawngrasscolor_percent_verygreen,lawngrasscolor_percent_modgreen,lawngrasscolor_percent_greenyellow,lawngrasscolor_percent_yellow,lawngrasscolor_percent_brown,lawnallcolor_percent_verygreen,lawnallcolor_percent_medgreen,lawnallcolor_percent_greenyellow,lawnallcolor_percent_yellow,lawnallcolor_percent_brown,lawn_quality,lawn_notes,lawn_edges_trimmed,lawn_recently_mowed,grass_height_cm,weed_height_cm,lawn_weeds_none,lawn_weeds_few,lawn_weeds_some,lawn_weeds_numerous,lawn_weeds_throughout,xeric_weeds_none,xeric_weeds_few,xeric_weeds_some,xeric_weeds_numerous,xeric_weeds_throughout,other_weedy_areas,other_weedy_areas_description,tree_pruning_evidence,tree_pruning_evidence_notes,shrub_pruning_evidence,shrub_pruning_evidence_notes,view_streettrees,view_streettree_viewshed_quantity,view_streettree_viewshed_species,view_streettree_viewshed_height_m,view_streettree_house_quantity,view_streettree_house_species,view_streettree_house_height_m,view_desertpark,view_mesicpark,view_commercial,view_industrial,view_multifamily,view_highway,view_school,view_none,view_notes,view_neighbor_left,view_neighbor_right,view_neighbor_acrossst,view_neighbor_acrossleft,view_neighbor_acrossright,fence_front_wood_height,fence_front_wood_gate,fence_backside_wood_height,fence_backside_wood_gate,fence_front_cement_height,fence_front_cement_gate,fence_backside_cement_height,fence_backside_cement_gate,fence_front_chainlink_height,fence_front_chainlink_gate,fence_backside_chainlink_height,fence_backside_chainlink_gate,fence_front_metal_height,fence_front_metal_gate,fence_backside_metal_height,fence_backside_metal_gate,fence_front_hedge_height,fence_front_hedge_gate,fence_backside_hedge_height,fence_backside_hedge_gate,fence_continuity,bird_feeder,water_feature,front_patio,cats,dogs,animal_waste,religious_ornaments,flagpole,cars_in_yard,potted_plants,play_equiptment_toys,lawn_ornaments,chairs_tables,river_bed,topography,litter,plant_litter,maintenance_tools,lightpost,other_yard_feature,other_yard_feature_describe,drip_irrigation,sprinklers_ground,sprinklers_hose,hose,nutrients,watercan,flood_irrigation,management_unknown,management_other,management_other_describe,yard_human_activities,neighborhood_human_activities,animals_observed,animals_in_yard,animals_in_neighborhood,amount_grass_front,amount_grass_back,amount_veg_front,amount_veg_back,yard_type_front,yard_type_front_description,yard_type_back,yard_type_back_description,cactus_visible,food_garden_visible,palm_trees_visible,front_yard_area_m2,notes
338c,3,North Phoenix,07/01/08,jv,10/14/09,mjs,06/04/08,7:00 AM,AM,EC JV,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,shaping,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,2,2,3,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,separate front and back yard,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,birds,1,1,1,6,3,5,3,0,5,0,0,0,0,108,
339c,3,North Phoenix,06/26/08,jv,05/09/09,ec,06/04/08,8:05 AM,AM,JV EC,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,"Neighbor mentioned that the HOA requires a certain # and type of plants, including at least one shade tree in each yard.  Also noted that the acacia willow in front yard snapped in wind storm",no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,tree broke and is cleaned up,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,separates front and back,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,0,F,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,neighbor came out and spoke with us,birds and dog,0,1,1,6,4,5,3,0,5,0,0,0,0,114,HOA required at least 8 plants with one large shade tree in each yard
33a,1,South Phoenix,09/18/08,mjs,09/23/08,mjs,08/11/08,7:50 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,lawn,patchy,65,0,20,15,0,0,0,40,20,40,0,0,0,1,0,0,6,0,1,1,5,5,0,0,1,0,0,9,9,9,9,9,1,flowerbeds,1,large branches trimmed,1,shaping,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,3,0,6,1,0,0,6,0,3,0,3,1,0,0,0,0,2.5,0,0,0,3ft wooden encloses part of front patio; 6ft wooden goes down sides of backyard & separates front from back; 6ft cement is backyard back wall; 3ft chain-link goes down leftside front yard & separates front from back; 2.5ft hedge is in very front of front yard,F,0,F,0,0,0,0,F,0,F,0,F,F,0,0,0,F,F,0,F,wind chime,0,0,1,1,0,0,0,0,0,0,0,light traffic,0,0,0,5,6,3,5,1,0,5,0,0,0,1,153,
340c,3,North Phoenix,07/01/08,jv,11/17/08,mjs,06/04/08,7:35 AM,AM,EC JV,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,large branches cut,1,shaping,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,3,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,separate front and back yard,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,0,F,0,0,F,malibu lights,1,0,0,1,0,0,0,0,0,0,owner left,0,"dog barking, birds",0,1,1,6,4,5,3,0,5,0,0,0,0,103,
341c,3,North Phoenix,06/26/08,jv,10/01/09,mjs,06/04/08,7:50 AM,AM,JV EC,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,shaping,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,5,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,separates front and back,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,0,F,0,0,F,flag holder but no flag,1,0,0,1,0,0,0,0,0,0,0,0,birds,0,1,1,6,3,5,3,0,5,0,0,0,0,85,
342c,3,North Phoenix,07/07/08,jv,09/30/09,mjs,06/12/08,10:05 AM,am,jv,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,large branches cut,1,shaping,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,2,2,2,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,separate front and back,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,5,3,0,5,0,0,0,0,89,
343c,3,North Phoenix,07/06/08,jv,10/01/09,mjs,06/12/08,9:25 AM,am,jv,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,large branches cut,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4: none,3,2,2,3,0,0,6,1,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6 ft wall separates front and back; 4 ft wall blocks corner lot area,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,light traffic,birds,0,1,1,6,4,5,3,0,5,0,0,0,0,105,
344c,3,North Phoenix,07/05/08,jv,10/01/09,mjs,06/12/08,9:00 AM,am,jv,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,shaping,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4: none,2,3,4: none,3,0,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,separate front and back,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,F,0,0,F,malibu lights,1,0,0,0,0,0,0,0,0,0,0,light traffic,0,0,0,1,6,3,5,3,0,5,0,0,0,0,107,
345c,3,North Phoenix,07/06/08,jv,09/30/09,mjs,06/12/08,9:15 AM,am,jv,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,shaping,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,2,3,3,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,separate front and back,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,F,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,light traffic,0,0,0,1,6,3,5,3,0,5,0,0,0,0,58,
346c,3,North Phoenix,07/07/08,jv,12/05/08,rw,06/12/08,10:00 AM,am,jv,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,large branches cut,1,shaping,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4: none,2,2,2,2,0,0,6,1,0,0,"8, 6",0,0,0,0,0,0,0,0,0,0,0,0,0,8 ft wall separates corner lot; 6 ft wall separates front and back,0,0,0,0,0,0,0,0,0,F,0,0,0,F,0,0,F,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,light traffic,birds,0,1,1,6,3,5,3,0,5,0,0,0,0,62,
347c,3,North Phoenix,07/06/08,jv,10/01/09,mjs,06/12/08,9:45 AM,am,jv,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,shaping,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,4: none,4: none,4: none,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,separates front and back,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,birds,0,1,1,6,3,5,3,0,5,0,0,0,0,58,
348c,3,North Phoenix,07/02/08,jv,11/17/08,mjs,06/02/08,9:40 AM,am,jv,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,rock,1,0,0,1,0,0,1,0,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,5,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,tall wall separates front and back; short wall separates the right neighbor,0,0,F,0,0,0,0,0,0,0,0,0,0,F,F,0,0,0,0,F,malibu lights,0,0,0,0,0,0,0,1,0,0,0,neighbor leaf blowing,0,0,0,1,6,2,5,3,0,5,0,1,0,0,146,
34a,1,South Phoenix,09/21/08,mjs,09/23/08,mjs,08/11/08,7:45 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,lawn,patchy,95,0,0,5,0,0,95,0,0,5,0,1,0,0,0,0,4,bare patches,0,0,15,0,1,0,0,0,0,9,9,9,9,9,1,dirt area (possibly a flowerbed),1,palm maintained,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,"1,4",0,5,0,0,0,0,0,"3,4",1,0,0,0,0,0,0,1ft cement & 3ft other-metal make decorative frontwall; 4ft metal & 4ft cement alternative for decoration on leftside; 4ft cement on rightside; 6ft cement surrounds backyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,FB,trash-heap on rightside; cars parked in carport in backyard,0,0,0,1,0,0,0,0,0,0,0,neighbor asked about project & light traffic,0,0,0,4,5,2,5,1,0,5,0,0,0,1,159,
350c,3,North Phoenix,07/01/08,jv,11/17/08,mjs,06/10/08,9:00 AM,am,jv ec,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,trees maintained,1,shaped,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4: none,2,2,4: none,0,0,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,separates front and back,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,0,F,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,semi-truck driving back and forth,0,0,0,1,6,3,5,3,0,5,0,1,0,1,122,
351c,3,North Phoenix,07/03/08,jv,09/11/08,mjs,06/11/08,7:20 AM,am,jv,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,maintained,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,2,2,2,0,0,5,1,0,0,"6, 3",0,0,0,0,0,0,0,0,0,0,0,0,0,tall wall separates front and back; short wall separates left neighbor,0,0,0,0,0,F,0,0,0,0,0,0,0,F,F,0,F,0,0,S,malibu lights,0,0,0,1,0,0,0,0,0,0,0,light traffic,0,0,0,1,6,4,5,3,0,5,0,1,0,1,99,
35a,1,South Phoenix,04/19/09,mjs,09/09/09,mjs,08/11/08,10:15 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,lawn,even,100,0,0,0,0,0,30,70,0,0,0,0,1,0,0,0,2,0,1,0,6,3,0,1,0,0,0,0,1,0,0,0,1,flowerbed,1,large branches trimmed,1,cut back,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,"2,3 ",0,6,0,3,0,0,0,8,1,6,1,0,0,0,0,2ft & 3ft cement wall partially encloses front yard; 3ft chain-link fence in on rightside of driveway; 6ft cement wall encloses backyard; 6ft other-metal gate separatates front & backyard; 8ft other-metal encloses front patio & carport,0,0,F,0,0,0,0,0,0,F,0,0,F,S,0,0,F,F,0,F,malibu lights,1,0,0,1,1,0,0,0,0,0,0,0,dog,0,1,2,6,4,5,2,0,5,0,1,0,1,126,
360d,4,Ahwatukee,12/11/08,mjs,12/16/08,mjs,04/27/08,10:20 AM,am,jv ms,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,shaped sage,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,3,0,0,6,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3ft cement wall acting as property boundary w/ left neighbor; 6ft wooden gate separating front & left sideyard; 6ft cement wall between front & right sideyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,kid on mini-bike & friends,dogs,0,1,1,6,2,5,3,0,5,0,0,0,0,173,
361d,4,Ahwatukee,10/03/08,mjs,11/10/08,mjs,04/27/08,10:30 AM,am,ms jv,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,cut branches,1,shaped sage,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,2,2,2,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cement wall between front & right side yard enclosing back yard & continuing to wood gate on left side,0,0,0,0,0,0,0,0,0,F,0,0,0,F,F,0,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,kid on mini-bike & friends,0,0,0,1,6,4,5,3,0,5,0,1,0,0,186,
362d,4,Ahwatukee,12/11/08,mjs,12/16/08,mjs,04/27/08,10:40 AM,am,jv ms,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,lawn,even,95,5,0,0,0,0,20,75,0,0,5,0,1,0,0,0,2,0,1,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,cut branches,1,shaped natal plum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,3,2,4: NDR backyard,0,0,5,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2ft cement wall sectioning front yard; 5ft wooden gate separating side right & frontyard; 7ft cement wall between front & right sideyard,0,0,0,0,0,0,0,0,0,F,0,0,0,0,F,F,F,0,0,F,"malibu lights & ""For Sale"" sign",1,0,0,0,0,0,0,0,0,0,0,kid on mini-bike,0,0,0,5,6,3,5,1,0,5,0,1,0,0,130,
363d,4,Ahwatukee,02/05/09,mjs,02/05/09,mjs,04/21/08,15:50,pm,ms ec,1,0,1,0,1,0,1,1,0,0,street on right side,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,cut branches,1,shaped shrubs,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4: wash,2,4: wash,4: wash,4:wash,0,0,5,1,0,0,"2,5,6",0,0,0,0,0,0,0,0,0,0,0,0,0,5ft cement wall & 5ft wooden gate between left side & backyard; 6ft cement wall & 5ft wooden gate between right side & backyard; 6ft to 2ft cement wall along right property line;,0,0,0,0,0,0,0,0,0,F,0,0,0,0,F,0,F,0,0,F,malibu lights; vines on lattice work,1,0,0,0,0,0,0,0,0,0,homeowner asked about project,light traffic on side road; steady traffic on major road,birds,0,1,1,6,4,5,3,0,5,0,1,0,0,320,
364d,4,Ahwatukee,07/14/08,jv,05/09/09,ec,04/19/08,14:00,pm,ms jv ec,0,1,0,1,1,0,1,1,0,0,street on right side,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,cut branches,1,shaped sage,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4: street,2,2,2,2,0,0,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cement around back and side yards; wood gate on left side,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,F,malibu lights,1,0,0,1,0,0,0,0,1,mulch,0,minimal general traffic and mail person delivering mail,0,0,0,1,6,4,5,3,0,5,0,1,0,0,208,
365d,4,Ahwatukee,07/07/08,jv,05/05/09,ec,04/19/08,14:30,pm,ms jv es,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,shaped bushes,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4: non-residential/wash,2,2,4: non-residential/wash,2,0,0,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"cement wall between side and back yards, wood gate on right",0,0,0,0,0,0,0,0,0,F,0,0,0,F,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,3,5,3,0,5,0,1,0,1,207,
366d,4,Ahwatukee,07/14/08,jv,10/01/09,mjs,04/19/08,14:00,pm,ec,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,branches trimmed,1,shaped,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,2,3,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,fence around side and back of house,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,0,F,0,F,0,0,1,0,0,0,0,0,0,0,0,0,0,neighbors out playing with dog,dog outside neighbors yard,0,1,1,6,4,5,3,0,5,0,1,0,0,244,
367d,4,Ahwatukee,10/06/08,mjs,12/08/08,mjs,04/19/08,13:40,pm,ms ec jv,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,cut branches,1,cut back sage,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,4: none,2,2,0,0,6,1,0,0,"6,7",0,0,0,0,0,0,0,0,0,0,0,0,0,cement wall between both side yards and front; wood gate on right side,0,0,0,0,0,0,0,0,0,0,0,F,0,0,F,0,F,0,0,F,walkway lights,1,0,0,0,0,0,0,0,0,0,0,boys fixing truck,birds,0,1,1,6,4,5,3,0,5,0,1,0,0,238,
368d,4,Ahwatukee,02/04/09,mjs,02/05/09,mjs,04/19/08,13:00,pm,ec,1,0,1,0,1,0,1,0,0,1,cul-de-sac,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,lawn,patchy,80,0,20,0,0,0,0,0,80,20,0,0,0,1,0,0,4,0,1,1,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,shaped green clouds,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4: backyard,4,2,2,4,0,0,6,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2ft cement wall raising to flower bed in frontyard; 6ft cement & 6ft wooden walls around side & back and across part of front & side yard,0,F,0,0,0,0,0,0,0,F,0,0,0,0,F,0,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,homeowner walking around garage & sprayed herbicide on weeds in yard,0,0,0,0,4,6,3,5,2,0,5,0,0,0,1,293,
369d,4,Ahwatukee,02/03/09,mjs,02/03/09,mjs,04/19/08,13:30,pm,jv ec ms,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,no lawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,cut branches,1,shaped,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,3,4: street,2,2,0,0,6,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1ft cement wall around flowerbeds in frontyards; 6ft cement walls & 6ft wooden gates separate both side & frontyards,0,0,0,0,S,0,0,0,0,F,0,0,0,0,F,0,0,0,0,F,malibu lights; flowerbeds,1,0,0,1,0,0,0,0,0,0,0,mowing lawn & light traffic,dogs,1,0,1,6,4,5,3,0,5,0,0,0,1,257,
36a,1,South Phoenix,10/27/08,mjs,02/18/09,rw,08/11/08,9:50 AM,am,jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,lawn,even,100,0,0,0,0,0,30,0,60,10,0,0,0,1,0,0,6,0,1,0,8,4,0,0,0,0,1,9,9,9,9,9,0,0,0,not for a long time,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,6,0,3,0,3,1,3,0,0,0,0,0,0,0,3ft other metal follows rightside of driveway; 3ft chain-link separates front & back & is on left frontside of house; 6ft cement surrounds backyard,0,0,0,0,0,0,0,0,0,F,0,F,0,0,0,0,F,0,0,F,beehive in ash tree,0,0,0,1,0,0,0,0,0,0,0,light traffic,0,0,0,5,6,4,5,1,0,5,0,0,0,0,179,
370d,4,Ahwatukee,07/14/08,jv,05/09/09,ec,04/19/08,13:00,pm,ms jv ec,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,lawn,patchy,10,45,45,0,0,0,0,20,0,0,80,0,0,1,0,0,6,0,0,0,2,15,0,0,0,0,1,0,1,0,0,0,1,cracks in walkways,1,cut branches,1,shaped,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,4: non-residential,2,2,0,0,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"cement between front and both side yards, wood gate on right side",0,0,0,0,0,0,0,0,0,F,0,0,F,0,F,F,F,0,0,F,malibu lights,1,0,0,0,0,0,0,0,0,0,0,minimal general traffic,birds chirping,1,0,2,6,4,5,2,0,5,0,1,0,1,256,
